"Date","Symbol","Class Symbol","Root Symbol","Underlying Symbol","Strike Price","Expiry Date","Call/Put","Ins. Type","Bid Price","Ask Price","Bid Size","Ask Size","Last Price","Volume","Last Close Price","Net Change","Open Price","High Price","Low Price","Total Value","Nb. Trades","Settlement Price","Open Interest","Implied Volatility"
"2025-01-02","ZEB","","","",0,"",0,3,41.95,42.12,2,2,42.07,1121454,42.16,-0.09,0,42.135,0,47268237,1412,0,0,0
"2025-01-02","ZEB   250103C41.00","ZEB","ZEB","ZEB",41,"2025-01-03",0,0,0.97,1.21,136,45,1.21,0,1.31,0,0,0,0,0,0,1.21,0,32.846
"2025-01-02","ZEB   250103C41.25","ZEB","ZEB","ZEB",41.25,"2025-01-03",0,0,0.72,0.96,136,45,0.96,0,1.06,0,0,0,0,0,0,0.96,0,26.702
"2025-01-02","ZEB   250103C41.50","ZEB","ZEB","ZEB",41.5,"2025-01-03",0,0,0.4,0.83,111,10,0.83,0,0.89,0,0,0,0,0,0,0.83,0,25.753
"2025-01-02","ZEB   250103C41.75","ZEB","ZEB","ZEB",41.75,"2025-01-03",0,0,0.21,0.51,11,20,0.51,0,0.62,0,0,0,0,0,0,0.51,0,17.063
"2025-01-02","ZEB   250103C42.00","ZEB","ZEB","ZEB",42,"2025-01-03",0,0,0,0.26,0,21,0.26,0,0.34,0,0,0,0,0,0,0.26,0,10.408
"2025-01-02","ZEB   250103C42.25","ZEB","ZEB","ZEB",42.25,"2025-01-03",0,0,0,0.5,0,73,0.5,0,0.23,0,0,0,0,0,0,0.5,0,37.79
"2025-01-02","ZEB   250103C42.50","ZEB","ZEB","ZEB",42.5,"2025-01-03",0,0,0,0.5,0,70,0.5,0,0.21,0,0,0,0,0,0,0.5,0,48.893
"2025-01-02","ZEB   250103C42.75","ZEB","ZEB","ZEB",42.75,"2025-01-03",0,0,0,0.5,0,70,0.5,0,0.25,0,0,0,0,0,0,0.5,0,58.865
"2025-01-02","ZEB   250103C43.00","ZEB","ZEB","ZEB",43,"2025-01-03",0,0,0,0.08,0,10,0.08,0,0.08,0,0,0,0,0,0,0.08,0,34.012
"2025-01-02","ZEB   250103C43.25","ZEB","ZEB","ZEB",43.25,"2025-01-03",0,0,0,0.11,0,45,0.11,0,0.08,0,0,0,0,0,0,0.11,0,44.023
"2025-01-02","ZEB   250103C43.50","ZEB","ZEB","ZEB",43.5,"2025-01-03",0,0,0,0.11,0,45,0.11,0,0.08,0,0,0,0,0,0,0.11,0,50.413
"2025-01-02","ZEB   250103C43.75","ZEB","ZEB","ZEB",43.75,"2025-01-03",0,0,0,0.11,0,45,0.11,0,0.08,0,0,0,0,0,0,0.11,0,56.55
"2025-01-02","ZEB   250103C44.00","ZEB","ZEB","ZEB",44,"2025-01-03",0,0,0,0.08,0,10,0.08,0,0.16,0,0,0,0,0,0,0.08,0,57.915
"2025-01-02","ZEB   250103C44.25","ZEB","ZEB","ZEB",44.25,"2025-01-03",0,0,0,0.08,0,10,0.08,0,0.16,0,0,0,0,0,0,0.08,0,63.487
"2025-01-02","ZEB   250110C41.00","ZEB","ZEB","ZEB",41,"2025-01-10",0,0,0.95,1.25,136,10,1.25,0,1.37,0,0,0,0,0,0,1.25,0,13.386
"2025-01-02","ZEB   250110C41.25","ZEB","ZEB","ZEB",41.25,"2025-01-10",0,0,0.77,1,111,10,1,0,1.12,0,0,0,0,0,0,1,0,13.529
"2025-01-02","ZEB   250110C41.50","ZEB","ZEB","ZEB",41.5,"2025-01-10",0,0,0.54,0.78,111,10,0.78,0,0.88,0,0,0,0,0,0,0.78,0,12.099
"2025-01-02","ZEB   250110C41.75","ZEB","ZEB","ZEB",41.75,"2025-01-10",0,0,0.33,0.56,11,20,0.56,0,0.65,0,0,0,0,0,0,0.56,0,10.489
"2025-01-02","ZEB   250110C42.00","ZEB","ZEB","ZEB",42,"2025-01-10",0,0,0.15,0.4,12,71,0.4,0,0.48,0,0,0,0,0,0,0.4,0,9.773
"2025-01-02","ZEB   250110C42.25","ZEB","ZEB","ZEB",42.25,"2025-01-10",0,0,0.04,0.27,12,73,0.27,0,0.34,0,0,0,0,0,0,0.27,3,9.523
"2025-01-02","ZEB   250110C42.50","ZEB","ZEB","ZEB",42.5,"2025-01-10",0,0,0.01,0.17,49,73,0.17,0,0.23,0,0,0,0,0,0,0.17,0,10.022
"2025-01-02","ZEB   250110C42.75","ZEB","ZEB","ZEB",42.75,"2025-01-10",0,0,0,0.08,0,10,0.08,0,0.13,0,0,0,0,0,0,0.08,0,9.74
"2025-01-02","ZEB   250110C43.00","ZEB","ZEB","ZEB",43,"2025-01-10",0,0,0,0.08,0,10,0.08,0,0.08,0,0,0,0,0,0,0.08,0,12.088
"2025-01-02","ZEB   250110C43.25","ZEB","ZEB","ZEB",43.25,"2025-01-10",0,0,0,0.08,0,10,0.08,0,0.08,0,0,0,0,0,0,0.08,0,14.316
"2025-01-02","ZEB   250110C43.50","ZEB","ZEB","ZEB",43.5,"2025-01-10",0,0,0,0.08,0,10,0.08,0,0.08,0,0,0,0,0,0,0.08,0,16.464
"2025-01-02","ZEB   250110C43.75","ZEB","ZEB","ZEB",43.75,"2025-01-10",0,0,0,0.08,0,10,0.08,0,0.08,0,0,0,0,0,0,0.08,0,18.524
"2025-01-02","ZEB   250110C44.00","ZEB","ZEB","ZEB",44,"2025-01-10",0,0,0,0.08,0,10,0.08,0,0.08,0,0,0,0,0,0,0.08,0,20.533
"2025-01-02","ZEB   250110C44.25","ZEB","ZEB","ZEB",44.25,"2025-01-10",0,0,0,0.08,0,10,0.08,0,0.08,0,0,0,0,0,0,0.08,0,22.491
"2025-01-02","ZEB   250124C41.00","ZEB","ZEB","ZEB",41,"2025-01-24",0,0,1.06,1.39,146,10,1.39,0,1.56,0,0,0,0,0,0,1.39,0,13.537
"2025-01-02","ZEB   250124C41.25","ZEB","ZEB","ZEB",41.25,"2025-01-24",0,0,0.84,1.15,56,10,1.15,0,1.34,0,0,0,0,0,0,1.15,0,12.216
"2025-01-02","ZEB   250124C41.50","ZEB","ZEB","ZEB",41.5,"2025-01-24",0,0,0.7,0.97,21,10,0.97,0,1.13,0,0,0,0,0,0,0.97,0,12.608
"2025-01-02","ZEB   250124C41.75","ZEB","ZEB","ZEB",41.75,"2025-01-24",0,0,0.5,0.78,21,20,0.78,0,0.94,0,0,0,0,0,0,0.78,0,11.611
"2025-01-02","ZEB   250124C42.00","ZEB","ZEB","ZEB",42,"2025-01-24",0,0,0.3,0.62,22,21,0.62,0,0.77,0,0,0,0,0,0,0.62,0,10.583
"2025-01-02","ZEB   250124C42.25","ZEB","ZEB","ZEB",42.25,"2025-01-24",0,0,0.21,0.48,22,21,0.48,0,0.61,0,0,0,0,0,0,0.48,0,10.623
"2025-01-02","ZEB   250124C42.50","ZEB","ZEB","ZEB",42.5,"2025-01-24",0,0,0.1,0.36,24,23,0.36,0,0.48,0,0,0,0,0,0,0.36,0,10.084
"2025-01-02","ZEB   250124C42.75","ZEB","ZEB","ZEB",42.75,"2025-01-24",0,0,0.02,0.27,24,23,0.27,0,0.38,0,0,0,0,0,0,0.27,0,9.683
"2025-01-02","ZEB   250124C43.00","ZEB","ZEB","ZEB",43,"2025-01-24",0,0,0.01,0.18,56,20,0.18,0,0.31,0,0,0,0,0,0,0.18,15000,9.716
"2025-01-02","ZEB   250124C43.25","ZEB","ZEB","ZEB",43.25,"2025-01-24",0,0,0.01,0.11,21,20,0.11,0,0.23,0,0,0,0,0,0,0.11,0,9.748
"2025-01-02","ZEB   250124C43.50","ZEB","ZEB","ZEB",43.5,"2025-01-24",0,0,0,0.19,0,45,0.19,0,0.15,0,0,0,0,0,0,0.19,0,12.761
"2025-01-02","ZEB   250124C43.75","ZEB","ZEB","ZEB",43.75,"2025-01-24",0,0,0,0.1,0,10,0.1,0,0.1,0,0,0,0,0,0,0.1,15000,11.878
"2025-01-02","ZEB   250124C44.00","ZEB","ZEB","ZEB",44,"2025-01-24",0,0,0,0.1,0,10,0.1,0,0.21,0,0,0,0,0,0,0.1,0,13.126
"2025-01-02","ZEB   250124C44.25","ZEB","ZEB","ZEB",44.25,"2025-01-24",0,0,0,0.1,0,10,0.1,0,0.21,0,0,0,0,0,0,0.1,0,14.351
"2025-01-02","ZEB   250131C41.00","ZEB","ZEB","ZEB",41,"2025-01-31",0,0,1.13,1.44,11,45,1.44,0,1.54,0,0,0,0,0,0,1.44,0,13.6
"2025-01-02","ZEB   250131C41.25","ZEB","ZEB","ZEB",41.25,"2025-01-31",0,0,0.91,1.24,11,75,1.24,0,1.33,0,0,0,0,0,0,1.24,0,12.801
"2025-01-02","ZEB   250131C41.50","ZEB","ZEB","ZEB",41.5,"2025-01-31",0,0,0.65,1.04,56,75,1.04,0,1.12,0,0,0,0,0,0,1.04,0,11.326
"2025-01-02","ZEB   250131C41.75","ZEB","ZEB","ZEB",41.75,"2025-01-31",0,0,0.5,0.85,56,55,0.85,0,0.93,0,0,0,0,0,0,0.85,0,10.972
"2025-01-02","ZEB   250131C42.00","ZEB","ZEB","ZEB",42,"2025-01-31",0,0,0.3,0.67,57,76,0.67,0,0.76,0,0,0,0,0,0,0.67,0,9.826
"2025-01-02","ZEB   250131C42.25","ZEB","ZEB","ZEB",42.25,"2025-01-31",0,0,0.2,0.54,22,76,0.54,0,0.6,0,0,0,0,0,0,0.54,0,9.855
"2025-01-02","ZEB   250131C42.50","ZEB","ZEB","ZEB",42.5,"2025-01-31",0,0,0.09,0.42,24,56,0.42,0,0.47,0,0,0,0,0,0,0.42,0,9.413
"2025-01-02","ZEB   250131C42.75","ZEB","ZEB","ZEB",42.75,"2025-01-31",0,0,0.02,0.29,24,58,0.29,0,0.37,0,0,0,0,0,0,0.29,0,8.745
"2025-01-02","ZEB   250131C43.00","ZEB","ZEB","ZEB",43,"2025-01-31",0,0,0.01,0.23,59,58,0.23,0,0.3,0,0,0,0,0,0,0.23,0,9.287
"2025-01-02","ZEB   250131C43.25","ZEB","ZEB","ZEB",43.25,"2025-01-31",0,0,0.01,0.18,49,55,0.18,0,0.25,0,0,0,0,0,0,0.18,0,9.855
"2025-01-02","ZEB   250131C43.50","ZEB","ZEB","ZEB",43.5,"2025-01-31",0,0,0,0.14,0,20,0.14,0,0.19,0,0,0,0,0,0,0.14,0,10.157
"2025-01-02","ZEB   250131C43.75","ZEB","ZEB","ZEB",43.75,"2025-01-31",0,0,0,0.1,0,10,0.1,0,0.13,0,0,0,0,0,0,0.1,0,10.374
"2025-01-02","ZEB   250131C44.00","ZEB","ZEB","ZEB",44,"2025-01-31",0,0,0,0.1,0,10,0.1,0,0.1,0,0,0,0,0,0,0.1,0,11.468
"2025-01-02","ZEB   250131C44.25","ZEB","ZEB","ZEB",44.25,"2025-01-31",0,0,0,0.1,0,10,0.1,0,0.1,0,0,0,0,0,0,0.1,0,12.526
"2025-01-02","ZEB   250207C41.25","ZEB","ZEB","ZEB",41.25,"2025-02-07",0,0,0.9,1.21,56,45,1.21,0,1.36,0,0,0,0,0,0,1.21,0,11.162
"2025-01-02","ZEB   250207C41.50","ZEB","ZEB","ZEB",41.5,"2025-02-07",0,0,0.75,1.01,56,45,1.01,0,1.16,0,0,0,0,0,0,1.01,0,10.987
"2025-01-02","ZEB   250207C41.75","ZEB","ZEB","ZEB",41.75,"2025-02-07",0,0,0.58,0.86,56,55,0.86,0,0.98,0,0,0,0,0,0,0.86,0,10.81
"2025-01-02","ZEB   250207C42.00","ZEB","ZEB","ZEB",42,"2025-02-07",0,0,0.42,0.68,56,55,0.68,0,0.81,0,0,0,0,0,0,0.68,0,10.127
"2025-01-02","ZEB   250207C42.25","ZEB","ZEB","ZEB",42.25,"2025-02-07",0,0,0.29,0.55,21,55,0.55,0,0.66,0,0,0,0,0,0,0.55,0,9.867
"2025-01-02","ZEB   250207C42.50","ZEB","ZEB","ZEB",42.5,"2025-02-07",0,0,0.17,0.43,21,57,0.43,0,0.53,0,0,0,0,0,0,0.43,0,9.417
"2025-01-02","ZEB   250207C42.75","ZEB","ZEB","ZEB",42.75,"2025-02-07",0,0,0.07,0.34,23,57,0.34,22,0.41,-0.22,0.19,0.19,0.19,3,2,0.34,0,9.044
"2025-01-02","ZEB   250207C43.00","ZEB","ZEB","ZEB",43,"2025-02-07",0,0,0.01,0.26,58,57,0.26,0,0.33,0,0,0,0,0,0,0.26,0,8.775
"2025-01-02","ZEB   250207C43.25","ZEB","ZEB","ZEB",43.25,"2025-02-07",0,0,0.01,0.18,48,55,0.18,0,0.26,0,0,0,0,0,0,0.18,0,8.879
"2025-01-02","ZEB   250214C41.25","ZEB","ZEB","ZEB",41.25,"2025-02-14",0,0,0.93,1.34,46,95,1.34,0,0,0,0,0,0,0,0,1.34,0,11.909
"2025-01-02","ZEB   250214C41.50","ZEB","ZEB","ZEB",41.5,"2025-02-14",0,0,0.75,1.12,46,95,1.12,0,0,0,0,0,0,0,0,1.12,0,11.168
"2025-01-02","ZEB   250214C41.75","ZEB","ZEB","ZEB",41.75,"2025-02-14",0,0,0.6,0.93,46,95,0.93,0,0,0,0,0,0,0,0,0.93,0,10.768
"2025-01-02","ZEB   250214C42.00","ZEB","ZEB","ZEB",42,"2025-02-14",0,0,0.41,0.76,46,95,0.76,0,0,0,0,0,0,0,0,0.76,0,9.941
"2025-01-02","ZEB   250214C42.25","ZEB","ZEB","ZEB",42.25,"2025-02-14",0,0,0.3,0.61,11,95,0.61,0,0,0,0,0,0,0,0,0.61,0,9.7
"2025-01-02","ZEB   250214C42.50","ZEB","ZEB","ZEB",42.5,"2025-02-14",0,0,0.18,0.48,11,95,0.48,0,0,0,0,0,0,0,0,0.48,0,9.219
"2025-01-02","ZEB   250214C42.75","ZEB","ZEB","ZEB",42.75,"2025-02-14",0,0,0.08,0.37,13,97,0.37,0,0,0,0,0,0,0,0,0.37,0,8.725
"2025-01-02","ZEB   250214C43.00","ZEB","ZEB","ZEB",43,"2025-02-14",0,0,0.01,0.3,48,97,0.3,0,0,0,0,0,0,0,0,0.3,0,8.539
"2025-01-02","ZEB   250214C43.25","ZEB","ZEB","ZEB",43.25,"2025-02-14",0,0,0.01,0.24,48,97,0.24,0,0,0,0,0,0,0,0,0.24,0,8.983
"2025-01-02","ZEB   250117C34.50","ZEB","ZEB","ZEB",34.5,"2025-01-17",0,0,7.4,7.75,135,10,7.75,0,7.85,0,0,0,0,0,0,7.75,0,48.057
"2025-01-02","ZEB   250117C34.75","ZEB","ZEB","ZEB",34.75,"2025-01-17",0,0,7.15,7.5,135,10,7.5,0,7.6,0,0,0,0,0,0,7.5,0,46.463
"2025-01-02","ZEB   250117C35.00","ZEB","ZEB","ZEB",35,"2025-01-17",0,0,6.9,7.25,135,10,7.25,0,7.35,0,0,0,0,0,0,7.25,0,44.877
"2025-01-02","ZEB   250117C35.25","ZEB","ZEB","ZEB",35.25,"2025-01-17",0,0,6.65,7,135,10,7,0,7.1,0,0,0,0,0,0,7,0,43.301
"2025-01-02","ZEB   250117C35.50","ZEB","ZEB","ZEB",35.5,"2025-01-17",0,0,6.4,6.75,135,10,6.75,0,6.85,0,0,0,0,0,0,6.75,0,41.733
"2025-01-02","ZEB   250117C35.75","ZEB","ZEB","ZEB",35.75,"2025-01-17",0,0,6.15,6.5,135,10,6.5,0,6.6,0,0,0,0,0,0,6.5,0,40.174
"2025-01-02","ZEB   250117C36.00","ZEB","ZEB","ZEB",36,"2025-01-17",0,0,5.9,6.25,135,10,6.25,0,6.35,0,0,0,0,0,0,6.25,0,38.622
"2025-01-02","ZEB   250117C36.25","ZEB","ZEB","ZEB",36.25,"2025-01-17",0,0,5.65,6,135,10,6,0,6.1,0,0,0,0,0,0,6,0,37.078
"2025-01-02","ZEB   250117C36.50","ZEB","ZEB","ZEB",36.5,"2025-01-17",0,0,5.4,5.75,135,10,5.75,0,5.85,0,0,0,0,0,0,5.75,0,35.542
"2025-01-02","ZEB   250117C36.75","ZEB","ZEB","ZEB",36.75,"2025-01-17",0,0,5.15,5.5,135,10,5.5,0,5.6,0,0,0,0,0,0,5.5,0,34.012
"2025-01-02","ZEB   250117C37.00","ZEB","ZEB","ZEB",37,"2025-01-17",0,0,4.9,5.25,135,10,5.25,0,5.35,0,0,0,0,0,0,5.25,0,32.489
"2025-01-02","ZEB   250117C37.25","ZEB","ZEB","ZEB",37.25,"2025-01-17",0,0,4.65,5,135,10,5,0,5.1,0,0,0,0,0,0,5,0,30.972
"2025-01-02","ZEB   250117C37.50","ZEB","ZEB","ZEB",37.5,"2025-01-17",0,0,4.41,4.75,135,10,4.75,0,4.85,0,0,0,0,0,0,4.75,0,30.39
"2025-01-02","ZEB   250117C37.75","ZEB","ZEB","ZEB",37.75,"2025-01-17",0,0,4.16,4.5,135,10,4.5,0,4.6,0,0,0,0,0,0,4.5,0,28.856
"2025-01-02","ZEB   250117C38.00","ZEB","ZEB","ZEB",38,"2025-01-17",0,0,3.91,4.25,135,10,4.25,0,4.35,0,0,0,0,0,0,4.25,0,27.325
"2025-01-02","ZEB   250117C38.25","ZEB","ZEB","ZEB",38.25,"2025-01-17",0,0,3.66,4,135,10,4,0,4.1,0,0,0,0,0,0,4,0,25.797
"2025-01-02","ZEB   250117C38.50","ZEB","ZEB","ZEB",38.5,"2025-01-17",0,0,3.41,3.75,135,10,3.75,0,3.85,0,0,0,0,0,0,3.75,0,24.271
"2025-01-02","ZEB   250117C38.75","ZEB","ZEB","ZEB",38.75,"2025-01-17",0,0,3.16,3.5,135,10,3.5,0,3.6,0,0,0,0,0,0,3.5,0,22.746
"2025-01-02","ZEB   250117C39.00","ZEB","ZEB","ZEB",39,"2025-01-17",0,0,2.91,3.25,135,10,3.25,0,3.35,0,0,0,0,0,0,3.25,0,21.22
"2025-01-02","ZEB   250117C39.25","ZEB","ZEB","ZEB",39.25,"2025-01-17",0,0,2.66,3,135,10,3,0,3.1,0,0,0,0,0,0,3,0,19.694
"2025-01-02","ZEB   250117C39.50","ZEB","ZEB","ZEB",39.5,"2025-01-17",0,0,2.44,2.75,135,10,2.75,0,2.86,0,0,0,0,0,0,2.75,0,19.875
"2025-01-02","ZEB   250117C39.75","ZEB","ZEB","ZEB",39.75,"2025-01-17",0,0,2.19,2.51,135,10,2.51,0,2.61,0,0,0,0,0,0,2.51,0,18.722
"2025-01-02","ZEB   250117C40.00","ZEB","ZEB","ZEB",40,"2025-01-17",0,0,1.95,2.25,145,10,2.25,0,2.37,0,0,0,0,0,0,2.25,0,17.062
"2025-01-02","ZEB   250117C40.25","ZEB","ZEB","ZEB",40.25,"2025-01-17",0,0,1.78,2.01,110,10,2.01,0,2.13,0,0,0,0,0,0,2.01,0,18.465
"2025-01-02","ZEB   250117C40.50","ZEB","ZEB","ZEB",40.5,"2025-01-17",0,0,1.54,1.77,110,10,1.77,0,1.89,0,0,0,0,0,0,1.77,0,17.125
"2025-01-02","ZEB   250117C40.75","ZEB","ZEB","ZEB",40.75,"2025-01-17",0,0,1.3,1.53,110,10,1.53,0,1.65,0,0,0,0,0,0,1.53,0,15.657
"2025-01-02","ZEB   250117C41.00","ZEB","ZEB","ZEB",41,"2025-01-17",0,0,1.07,1.29,20,10,1.29,0,1.41,0,0,0,0,0,0,1.29,10,14.275
"2025-01-02","ZEB   250117C41.25","ZEB","ZEB","ZEB",41.25,"2025-01-17",0,0,0.85,1.07,20,10,1.07,0,1.19,0,0,0,0,0,0,1.07,0,13.279
"2025-01-02","ZEB   250117C41.50","ZEB","ZEB","ZEB",41.5,"2025-01-17",0,0,0.62,0.86,20,40,0.86,0,0.96,0,0,0,0,0,0,0.86,0,11.939
"2025-01-02","ZEB   250117C41.75","ZEB","ZEB","ZEB",41.75,"2025-01-17",0,0,0.42,0.68,20,20,0.68,0,0.77,0,0,0,0,0,0,0.68,2,11.157
"2025-01-02","ZEB   250117C42.00","ZEB","ZEB","ZEB",42,"2025-01-17",0,0,0.24,0.51,21,41,0.51,0,0.6,0,0,0,0,0,0,0.51,0,10.2
"2025-01-02","ZEB   250117C42.25","ZEB","ZEB","ZEB",42.25,"2025-01-17",0,0,0.12,0.26,21,1,0.26,0,0.34,0,0,0,0,0,0,0.26,251,8.108
"2025-01-02","ZEB   250117C42.50","ZEB","ZEB","ZEB",42.5,"2025-01-17",0,0,0.03,0.29,23,108,0.29,0,0.38,0,0,0,0,0,0,0.29,0,9.845
"2025-01-02","ZEB   250117C42.75","ZEB","ZEB","ZEB",42.75,"2025-01-17",0,0,0.01,0.23,33,78,0.23,0,0.28,0,0,0,0,0,0,0.23,20000,10.716
"2025-01-02","ZEB   250117C43.00","ZEB","ZEB","ZEB",43,"2025-01-17",0,0,0.01,0.21,58,105,0.21,0,0.22,0,0,0,0,0,0,0.21,10000,12.373
"2025-01-02","ZEB   250117C43.25","ZEB","ZEB","ZEB",43.25,"2025-01-17",0,0,0,0.15,0,45,0.15,0,0.19,0,0,0,0,0,0,0.15,8,12.587
"2025-01-02","ZEB   250117C43.50","ZEB","ZEB","ZEB",43.5,"2025-01-17",0,0,0,0.14,0,75,0.14,0,0.17,0,0,0,0,0,0,0.14,0,14.03
"2025-01-02","ZEB   250117C43.75","ZEB","ZEB","ZEB",43.75,"2025-01-17",0,0,0,0.02,0,10,0.02,0,0.02,0,0,0,0,0,0,0.02,15000,9.03
"2025-01-02","ZEB   250117C44.00","ZEB","ZEB","ZEB",44,"2025-01-17",0,0,0,0.02,0,10,0.02,0,0.02,0,0,0,0,0,0,0.02,0,10.093
"2025-01-02","ZEB   250117C44.25","ZEB","ZEB","ZEB",44.25,"2025-01-17",0,0,0,0.02,0,10,0.02,0,0.02,0,0,0,0,0,0,0.02,0,16.67
"2025-01-02","ZEB   250221C35.00","ZEB","ZEB","ZEB",35,"2025-02-21",0,0,6.94,7.35,135,10,7.35,0,7.35,0,0,0,0,0,0,7.35,0,33.767
"2025-01-02","ZEB   250221C35.25","ZEB","ZEB","ZEB",35.25,"2025-02-21",0,0,6.69,7.1,135,10,7.1,0,7.22,0,0,0,0,0,0,7.1,0,32.673
"2025-01-02","ZEB   250221C35.50","ZEB","ZEB","ZEB",35.5,"2025-02-21",0,0,6.44,6.85,135,10,6.85,0,6.98,0,0,0,0,0,0,6.85,0,31.583
"2025-01-02","ZEB   250221C35.75","ZEB","ZEB","ZEB",35.75,"2025-02-21",0,0,6.2,6.6,135,10,6.6,0,6.73,0,0,0,0,0,0,6.6,0,30.74
"2025-01-02","ZEB   250221C36.00","ZEB","ZEB","ZEB",36,"2025-02-21",0,0,5.95,6.42,135,35,6.42,0,6.48,0,0,0,0,0,0,6.42,0,31.228
"2025-01-02","ZEB   250221C36.25","ZEB","ZEB","ZEB",36.25,"2025-02-21",0,0,5.7,6.17,135,35,6.17,0,6.24,0,0,0,0,0,0,6.17,0,30.113
"2025-01-02","ZEB   250221C36.50","ZEB","ZEB","ZEB",36.5,"2025-02-21",0,0,5.46,5.8,135,10,5.8,0,5.99,0,0,0,0,0,0,5.8,0,26.552
"2025-01-02","ZEB   250221C36.75","ZEB","ZEB","ZEB",36.75,"2025-02-21",0,0,5.21,5.55,135,10,5.55,0,5.74,0,0,0,0,0,0,5.55,0,25.496
"2025-01-02","ZEB   250221C37.00","ZEB","ZEB","ZEB",37,"2025-02-21",0,0,4.97,5.3,135,10,5.3,0,5.4,0,0,0,0,0,0,5.3,0,24.672
"2025-01-02","ZEB   250221C37.25","ZEB","ZEB","ZEB",37.25,"2025-02-21",0,0,4.72,5.05,135,10,5.05,0,5.15,0,0,0,0,0,0,5.05,0,23.615
"2025-01-02","ZEB   250221C37.50","ZEB","ZEB","ZEB",37.5,"2025-02-21",0,0,4.47,4.8,135,10,4.8,0,4.9,0,0,0,0,0,0,4.8,0,22.56
"2025-01-02","ZEB   250221C37.75","ZEB","ZEB","ZEB",37.75,"2025-02-21",0,0,4.23,4.6,135,10,4.6,0,4.65,0,0,0,0,0,0,4.6,2,22.717
"2025-01-02","ZEB   250221C38.00","ZEB","ZEB","ZEB",38,"2025-02-21",0,0,3.98,4.35,135,10,4.35,0,4.4,0,0,0,0,0,0,4.35,0,21.632
"2025-01-02","ZEB   250221C38.25","ZEB","ZEB","ZEB",38.25,"2025-02-21",0,0,3.74,4.15,135,10,4.15,0,4.27,0,0,0,0,0,0,4.15,0,21.601
"2025-01-02","ZEB   250221C38.50","ZEB","ZEB","ZEB",38.5,"2025-02-21",0,0,3.5,3.9,135,10,3.9,0,4.03,0,0,0,0,0,0,3.9,0,20.647
"2025-01-02","ZEB   250221C38.75","ZEB","ZEB","ZEB",38.75,"2025-02-21",0,0,3.26,3.72,135,35,3.72,0,3.79,0,0,0,0,0,0,3.72,0,20.742
"2025-01-02","ZEB   250221C39.00","ZEB","ZEB","ZEB",39,"2025-02-21",0,0,3.02,3.35,135,10,3.35,0,3.45,0,0,0,0,0,0,3.35,0,17.924
"2025-01-02","ZEB   250221C39.25","ZEB","ZEB","ZEB",39.25,"2025-02-21",0,0,2.78,3.15,135,10,3.15,0,3.31,0,0,0,0,0,0,3.15,10,17.695
"2025-01-02","ZEB   250221C39.50","ZEB","ZEB","ZEB",39.5,"2025-02-21",0,0,2.54,2.92,135,10,2.92,0,3.07,0,0,0,0,0,0,2.92,0,16.95
"2025-01-02","ZEB   250221C39.75","ZEB","ZEB","ZEB",39.75,"2025-02-21",0,0,2.34,2.62,45,10,2.62,0,2.79,0,0,0,0,0,0,2.62,0,15.767
"2025-01-02","ZEB   250221C40.00","ZEB","ZEB","ZEB",40,"2025-02-21",0,0,2.11,2.39,45,10,2.39,0,2.51,0,0,0,0,0,0,2.39,3000,15.069
"2025-01-02","ZEB   250221C40.25","ZEB","ZEB","ZEB",40.25,"2025-02-21",0,0,1.92,2.26,20,160,2.26,0,2.29,0,0,0,0,0,0,2.26,0,15.865
"2025-01-02","ZEB   250221C40.50","ZEB","ZEB","ZEB",40.5,"2025-02-21",0,0,1.7,2.03,20,10,2.03,0,2.13,0,0,0,0,0,0,2.03,0,15.05
"2025-01-02","ZEB   250221C40.75","ZEB","ZEB","ZEB",40.75,"2025-02-21",0,0,1.48,1.81,30,10,1.81,0,1.83,0,0,0,0,0,0,1.81,0,14.257
"2025-01-02","ZEB   250221C41.00","ZEB","ZEB","ZEB",41,"2025-02-21",0,0,1.28,1.62,30,10,1.62,0,1.62,0,0,0,0,0,0,1.62,0,13.835
"2025-01-02","ZEB   250221C41.25","ZEB","ZEB","ZEB",41.25,"2025-02-21",0,0,1.08,1.34,30,20,1.34,0,1.42,0,0,0,0,0,0,1.34,0,12.478
"2025-01-02","ZEB   250221C41.50","ZEB","ZEB","ZEB",41.5,"2025-02-21",0,0,0.89,1.15,30,20,1.15,0,1.24,0,0,0,0,0,0,1.15,0,11.887
"2025-01-02","ZEB   250221C41.75","ZEB","ZEB","ZEB",41.75,"2025-02-21",0,0,0.72,0.99,30,20,0.99,0,1.06,0,0,0,0,0,0,0.99,0,11.536
"2025-01-02","ZEB   250221C42.00","ZEB","ZEB","ZEB",42,"2025-02-21",0,0,0.56,0.83,30,20,0.83,0,0.9,0,0,0,0,0,0,0.83,43,11.06
"2025-01-02","ZEB   250221C42.25","ZEB","ZEB","ZEB",42.25,"2025-02-21",0,0,0.41,0.69,30,20,0.69,0,0.75,0,0,0,0,0,0,0.69,3,10.597
"2025-01-02","ZEB   250221C42.50","ZEB","ZEB","ZEB",42.5,"2025-02-21",0,0,0.28,0.58,30,20,0.58,0,0.63,0,0,0,0,0,0,0.58,30,10.289
"2025-01-02","ZEB   250221C42.75","ZEB","ZEB","ZEB",42.75,"2025-02-21",0,0,0.18,0.47,32,22,0.47,0,0.52,0,0,0,0,0,0,0.47,0,9.961
